"side_effect","predicted_drug","similarity_score"
"Platelet count decreased 6 Splenomegaly 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99753119712196"
"Anaemia 6 Hepatic enzyme increased 6 Muscular weakness 6 Dizziness 6 White blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99634224056253"
"Scleroderma 6 Lower respiratory tract inflammation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99824911112774"
"Anaemia 6 Thrombocytopenia 6 Epistaxis 6 Fatigue 6 Red blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9970724657142"
"Haemoglobin decreased 6 Weight increased 6 Night sweats 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99831200506998"
"Intentional overdose 6 Suicide attempt 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99636649759921"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Anaemia 3 Disease progression 6 Nasopharyngitis 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99865332620418"
"Platelet count decreased 2 Haemoglobin decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794902012159"
"Cellulitis 3 Thrombocytopenia 1 Hypokalaemia 1 Syncope 1 Febrile neutropenia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99863740487298"
"Platelet count decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Haemoglobin decreased 2 Platelet count decreased 2 White blood cell count decreased 1 Haematocrit decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99851895621627"
"Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99500120236427"
"Anaemia 6 Red blood cell count decreased 6 Sinusitis 1 Bronchitis 1 Mastoiditis 6 Frequent bowel movements 6 Mucosal inflammation 6 Muscle spasms 6 Dyspnoea 6 Epistaxis 6 Anxiety Diarrhoea 6 Erythema 6 Contusion 6 Dizziness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99564834780327"
"Anaemia 6 Disease progression 3 Splenomegaly 3 Lung consolidation 6 Goitre 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870680435923"
"Platelet count decreased 2 Wrong technique in drug usage process 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99826660611346"
"Haemoglobin decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Cataract 3 Retinal detachment 3 Off label use 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99601622925156"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Transfusion 6","SPIRIVA NASAL OXYGEN","0.99442012901258"
"Platelet count decreased 2 Anaemia 2 Insomnia 6 Dyspnoea Cyanosis 6 Fatigue 6 Haemorrhage 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99849730744815"
"White blood cell count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99839633426788"
"Haemoglobin decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Pneumonia 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99460458310151"
"Blood count abnormal 6 Asthenia 3 Malaise 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99594034798647"
"Anaemia 6 Back pain 6 Arthralgia 6 Increased appetite 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99865977808946"
"Cardiac failure congestive 5 Swelling 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99884926399112"
"Platelet count decreased 2 Drug administration error 6 Disease progression","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99832493032417"
"Haemoglobin decreased 2 Bone pain 6 Red blood cell count decreased 6 Fatigue 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99893207258237"
"Anaemia 3 Drug ineffective 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.998630782372"
"Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99711208735903"
"Haemoglobin abnormal 6 Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99768593872935"
"Blood count abnormal 6 Anaemia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99442101528477"
"Anaemia 1 Thrombocytopenia 1 Medication error 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99849666315402"
"Malignant melanoma stage I 1 Keratoacanthoma 2 Blood pressure increased 6 Hyperkeratosis 6 Therapy non-responder 6 Keratoacanthoma 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99363731209621"
"Foetal exposure during pregnancy 1 Premature baby 1 Low birth weight baby 1 Drug withdrawal syndrome neonatal 1 Exposure during breast feeding 1","SABRIL (FOR ORAL SOLUTION) SABRIL (FOR ORAL SOLUTION) SABRIL (FOR ORAL SOLUTION) TOPAMAX","0.99909465616767"
"Dehydration 6 Oedema peripheral 3 Decreased activity 3 Asthenia 6 Contusion 3 Cardiac valve disease 6 Fluid retention 3 Fatigue 3 Bradyphrenia 6 Skin cancer 3 Dyspnoea 6 Dizziness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99812610312773"
"Diarrhoea 2 Renal impairment 2 Lethargy 2 Weight decreased 2 Malaise 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868737497349"
"Transfusion 6","SPIRIVA NASAL OXYGEN","0.99442012901258"
"Platelet count decreased 3 White blood cell count decreased 6 Red blood cell count decreased 6 Dizziness 6 Haemoglobin decreased 3 Haematocrit decreased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99859158822933"
"Acute hepatic failure 6 Drug ineffective 6 Hepatitis B 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99399222987798"
"Renal failure acute 2 Hypokalaemia 2 Oedema peripheral 2 Overdose 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99892455134433"
"Pyelonephritis 6 Syncope 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99794258911036"
"Convulsion 1 Wrong technique in drug usage process 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9940613428093"
"Prostatic disorder 6 Urinary incontinence 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99544203574671"
"Death 5 Nausea 6 Weight decreased 6 Peripheral swelling 6 Epistaxis 6 Anaemia 2 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9992110009569"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Maternal exposure during pregnancy 1 Stillbirth 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99602826989905"
"Wrong technique in drug usage process 3 Maternal exposure during pregnancy 1 Abortion spontaneous 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99521807182336"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Platelet count decreased 6 White blood cell count increased Urinary tract infection","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99784226739775"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Haemoglobin decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99846567070073"
"Multiple sclerosis 1 Infection 1 Hyperthermia 1 Eosinophil count increased 6 Lymphocyte count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99590288056408"
"Respiratory arrest 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99750000641451"
"Foetal exposure during pregnancy 1 Exposure during breast feeding 1 Low birth weight baby 6 Premature baby 1 Drug withdrawal syndrome neonatal 6 Tremor 6 Exposure via father 1","DIPHENHYDRAMINE DOXYLAMINE (DOXYLAMINE)","0.99844590914514"
"Hospitalisation 6 Intentional overdose 6 Substance abuse 6 Drug abuse 6 Maternal exposure during pregnancy 1 Exposure via father 1 Foetal growth restriction 1 Premature delivery 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99639606186103"
"Respiratory arrest 5 Pneumonia 6 Anaemia 6 Decubitus ulcer 6 Fall 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99452030051887"
"Herpes zoster 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99534126478806"
"Red blood cell count decreased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99789414677546"
"Haemoglobin decreased 6 Platelet count decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99794901951402"
"Chest discomfort 6 Chest pain 6 Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99926968596531"
"Gastrointestinal haemorrhage 1 Dementia 6 Agitation 6 Confusional state 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99665670821661"
"Platelet count decreased 1 Asthenia 1 Nausea 6 Fatigue 6 Depressed mood 6 Decreased appetite 6 Headache 6 Dizziness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99869822721757"
"Lower gastrointestinal haemorrhage 1 Anaemia 6 Renal failure acute 6 Gastrointestinal haemorrhage 1 Gastrointestinal haemorrhage 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9988133986404"
"Bronchospasm 2 Urticaria 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.92850301944315"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Rectal adenocarcinoma 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99476569620436"
"Red blood cell count decreased 6 Blood count abnormal 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99698524225211"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Platelet count decreased 2 Anaemia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99860949734752"
"Anaemia 6 Platelet count increased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99751251470575"
"Gingival pain 1 Gingival swelling 1 Tooth disorder 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9984156019599"
"Device damage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99661042785725"
"Autism 6","VALACYCLOVIR ACICLOVIR PRED FORTE EYE DROPS 10MG/ML, 5ML VIAL","0.97823155351312"
"Lung neoplasm malignant 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99720236459508"
"Fatigue 1 Myalgia 1 Arthralgia 1 Joint stiffness 1 Balance disorder 1 Muscle spasms 1 Muscular weakness 1 Arthritis 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99590343273203"
"Vision blurred 3 Visual acuity reduced 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99804065624969"
"Haemorrhage 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99835142059907"
"Death 5 Swan ganz catheter placement 6 Coronary artery bypass 6 Vascular graft 6 Stent placement 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99588924901712"
"Diabetes mellitus 6 Cardiac failure congestive 6","PRIVATE LABEL","0.89551495438421"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Rectal haemorrhage 6 Colitis ischaemic 6 Anaemia 6 Coagulopathy 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99545119271722"
"Death 5 Deep vein thrombosis 6 Leukopenia 6 Thrombocytopenia 6 Fatigue 6 Infection 6 No therapeutic response 6 Plasma cell myeloma recurrent 6 Neutropenia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99415312594829"
"Haemoglobin decreased 6 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868996748289"
"Transfusion 6","SPIRIVA NASAL OXYGEN","0.99442012901258"
"Pregnancy 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99515201939263"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Atypical femur fracture 6 Femur fracture 6 Fall 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99811628647385"
"Hypomagnesaemia 1 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99710255867871"
"Condition aggravated 2 Chronic spontaneous urticaria 2 Insomnia 6 Angioedema 6 Drug ineffective 6 Pruritus 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99479129904816"
"Electrocardiogram QT prolonged 1","ADVAIR BLOOD PRESSURE MEDICATION","0.9976229340884"
"Extrapulmonary tuberculosis 5 Oral candidiasis 3","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99854992872192"
"Pancreatitis 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99028254622924"
"Anal fistula 5","ACETAZOLAMIDE ACETAZOLAMIDE PREDFORTE ALFAGAN CYCLOPENTHALATE EYE DROPS BACITRACIX POLYMYXIN EYE OINTMENT EXTRA STRENGTH TYLENOL","0.9841842770549"
"Nephrogenic systemic fibrosis 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99840825303752"
"Dyspnoea 1 Laryngeal oedema 1 Stridor 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99904765323109"
"Acute myocardial infarction 2 Hypotension 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99539092350589"
"Arrhythmia 1 Palpitations 1 Drug abuse 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99767902190821"
"Pulmonary embolism 6 Chronic obstructive pulmonary disease 3 Respiratory failure 6 Stevens-Johnson syndrome 6 Osteoporosis 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9984871942207"
"Gastrooesophageal reflux disease 6 Gastrointestinal ulcer 6 Diabetes mellitus inadequate control 6 Blood glucose increased 6 Thirst 6 Micturition disorder 6 Abdominal pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99114326247194"
"Arrhythmia 1 Presyncope 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.98673509661514"
"Plasma cell myeloma 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99368364490548"
"Convulsion 6 Urinary tract infection 6 Psychiatric symptom 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99527955109373"
"Blood glucose increased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99347876598214"
"Oesophageal carcinoma 5 Oesophageal oedema 5 Asphyxia 5 Visual acuity reduced 6 Neuropathy peripheral 3 Mobility decreased 6 Injury 6 Fall 6 Head injury 6 Pain 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.998576689532"
"Cerebrovascular accident 5 Hypertension 6 Diabetes mellitus 6","PRIVATE LABEL","0.92451459183924"
"Upper respiratory tract infection 1 Thrombocytopenia 1 Anaemia 1 Influenza like illness 1 Pyrexia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99511789950441"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Death 5 Hypopnoea 6 Dyspnoea 6 Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868593384278"
"Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99145451589553"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Urinary tract infection 3 Sepsis 3 Renal failure chronic 3 Pyrexia 3 Dysuria 3 Back pain 3 Nausea 3 Decreased appetite 3 Device related infection 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99776481441354"
"Dysphagia 6","ACETAZOLAMIDE ACETAZOLAMIDE PREDFORTE ALFAGAN CYCLOPENTHALATE EYE DROPS BACITRACIX POLYMYXIN EYE OINTMENT EXTRA STRENGTH TYLENOL","0.98975926569332"
"Drug interaction 6 Pancytopenia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99876775709816"
"Ocular vascular disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99705499584327"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Deep vein thrombosis 6 Device dislocation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99671577239955"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Leukopenia 2","KERI ORIGINAL KERI ORIGINAL KERI ORIGINAL KERI ORIGINAL FORMULA 405","0.93764993466012"
"Osteonecrosis of jaw 6","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99678697089105"
"Pancytopenia 2 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9987677568043"
"Cardiotoxicity 6","RID 1-2-3 SYSTEM RID SHAMPOO","0.90284243412771"
"Bladder disorder 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99722316030317"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Peripheral swelling 1 Cataract 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99896668034917"
"Colitis ulcerative 2 Phlebitis superficial 1 Leukopenia 1","VALACYCLOVIR ACICLOVIR PRED FORTE EYE DROPS 10MG/ML, 5ML VIAL","0.98977161095605"
"Haemoglobin decreased 1 Cough 1 Pneumonia 1 Pyrexia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99782095274047"
"Arthropathy 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99514603506772"
"Hypotension 6 Platelet count decreased 6 Malaise 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99866202811521"
"Osteonecrosis of jaw 6","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99678697089105"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Staphylococcal osteomyelitis 6","BETASERON BETASERON BETASERON BETASERON BETASERON","0.99101429394814"
"Nausea 6 Anaemia 6 Disease progression 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9988144907474"
"Convulsion 6 Hypocalcaemia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99253419769234"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Surgery 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99281946947326"
"Autoimmune disorder 1 Encephalitis 1 Tonsillitis 1 Pyrexia 1 Lymphadenopathy 1 White blood cell count increased 1 C-reactive protein increased 1 Enteritis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99697756331443"
"Atelectasis 6","THERAFLU EXTRAGRIP","0.21035245534915"
"Impaired healing 3 Cardiac flutter 6 Chest pain 6 Mobility decreased 6 Rash pruritic 3 Dizziness 6 Pain 6 Rash erythematous 3 Local swelling 6 Feeling hot 6 Nail disorder 6 Alopecia 6 Nausea 6 Vomiting 6 Abdominal distension 6 Gastric disorder 6 Weight decreased 6 Abdominal pain 6 Arthralgia 6 Pruritus 3 Erythema 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99865765877986"
"Convulsion 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99410519046109"
"Drug eruption 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99863664318289"
"Haemolytic anaemia 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99491387571167"
"Transient ischaemic attack 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99857483582163"
"Dyspnoea 2 Urticaria 2 Nausea 3 Alopecia 3 Fatigue 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99867636339221"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Osteonecrosis of jaw 6","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99678697089105"
"Lethargy 6 Pyrexia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99574460052005"
"Drug-induced liver injury 1 Alanine aminotransferase increased 1 Aspartate aminotransferase increased 1 Alpha 1 foetoprotein increased 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9947029132408"
"Endometrial cancer 6 Unevaluable event 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99494944039996"
"Renal failure 5 Respiratory failure 5 Hepatic failure 5 Pneumonia 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99772420186501"
"Malaise 2 Chest discomfort 2 Presyncope 2 Confusional state 2 Hypotension 2 Vision blurred 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99545701028255"
"Mobility decreased 3 Hip fracture 3 Fall 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99372660379481"
"Renal failure acute 3 Hyponatraemia 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9972057405914"
"Drug interaction 6 Pancytopenia 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99876775709816"
"Hepatic failure 3 Glomerular filtration rate increased 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99445884983291"
"Haemorrhage intracranial 5 International normalised ratio increased 5 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870449277174"
"Cardiac disorder 6 Hypotension 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99840428868723"
"Immunosuppressant drug level increased 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9988454146182"
"Immunosuppressant drug level increased 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9988454146182"
"Malaise 6 Mental disorder 6 General physical health deterioration 6 Anaemia 6 Delirium 6 Cerebral haemorrhage 6 Eastern Cooperative Oncology Group performance status worsened 6 Infusion related reaction 1 Hydrocephalus 6 Pain 6 Asthenia 6 Blood phosphorus decreased 3 Muscular weakness 6 Arteriovenous malformation 6 Nasopharyngitis 2 Cough 6 Nasal dryness 6 Left ventricular dysfunction 6 Radiation necrosis 6 Cerebral haematoma 6 Pneumonia 6 Brain abscess 5 Hyponatraemia 6 Hypotension 6 Gastric infection 1 Central nervous system infection 6 Blood potassium abnormal 2 Platelet count decreased 3 Performance status decreased 6 Decreased appetite 6 Headache 3 Obesity 6 Depressed level of consciousness 5 Fall 6 Dilatation ventricular 6 Depressed level of consciousness 6 Influenza like illness 6 Ventricular hypokinesia 6 Weight decreased 3 Clostridium difficile infection 6 Cystitis 6 Brain abscess 6 Heart rate increased 6 Influenza 3 Malignant neoplasm progression 3 Constipation 6 Infusion related reaction 6 Anorectal disorder 6 Coagulopathy 6 Klebsiella infection 6 Seizure 6 Paraesthesia 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99392978225461"
"Agranulocytosis 1 Listless 6","JAKAFI DISTOLIC","0.74133068528134"
"Hypotension 1 Bradycardia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99643387244081"
"Pseudomonal sepsis 5 Thrombotic microangiopathy 5 Off label use 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99529738153751"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Loss of consciousness 1 Product odour abnormal 6 Application site perspiration 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99727797902678"
"Investigation 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Haemorrhoids 3","PRIVATE LABEL","0.72658211955828"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
